Source URL: https://raw.githubusercontent.com/liquidslr/interview-company-wise-problems/main/Google/3.%20Six%20Months.csv
Title: 3.%20Six%20Months.csv
Difficulty,Title,Frequency,Acceptance Rate,Link,Topics,Links
MEDIUM,Populating Next Right Pointers in Each Node,12.1,0.0067348829580219545,https://leetcode.com/problems/populating-next-right-pointers-in-each-node,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/populating-next-right-pointers-in-each-node""}]"
HARD,Trips and Users,12.1,0.0038527297454828057,https://leetcode.com/problems/trips-and-users,Database,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/trips-and-users""}]"
MEDIUM,Fraction to Recurring Decimal,12.1,0.0031024074824220183,https://leetcode.com/problems/fraction-to-recurring-decimal,"Hash Table, Math, String","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/fraction-to-recurring-decimal""}]"
HARD,Race Car,12.1,0.004488585877878443,https://leetcode.com/problems/race-car,Dynamic Programming,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/race-car""}]"
MEDIUM,Concatenate Non-Zero Digits and Multiply by Sum II,12.1,0.002461440610589919,https://leetcode.com/problems/concatenate-non-zero-digits-and-multiply-by-sum-ii,"Math, String, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/concatenate-non-zero-digits-and-multiply-by-sum-ii""}]"
MEDIUM,Smallest Integer Divisible by K,12.1,0.005421468692655418,https://leetcode.com/problems/smallest-integer-divisible-by-k,"Hash Table, Math","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/smallest-integer-divisible-by-k""}]"
MEDIUM,Construct Binary Search Tree from Preorder Traversal,12.1,0.008435557754736362,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal,"Array, Stack, Tree, Binary Search Tree, Monotonic Stack, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal""}]"
MEDIUM,Trim a Binary Search Tree,12.1,0.006674452210999645,https://leetcode.com/problems/trim-a-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/trim-a-binary-search-tree""}]"
MEDIUM,Count Special Triplets,12.1,0.004711563097420131,https://leetcode.com/problems/count-special-triplets,"Array, Hash Table, Counting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/count-special-triplets""}]"
MEDIUM,Minimum Area Rectangle,12.1,0.005540342059379456,https://leetcode.com/problems/minimum-area-rectangle,"Array, Hash Table, Math, Geometry, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-area-rectangle""}]"
HARD,Find All People With Secret,12.1,0.004841330330356047,https://leetcode.com/problems/find-all-people-with-secret,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-all-people-with-secret""}]"
HARD,Making A Large Island,12.1,0.005679376950632456,https://leetcode.com/problems/making-a-large-island,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/making-a-large-island""}]"
MEDIUM,Bulb Switcher,12.1,0.00560431986114732,https://leetcode.com/problems/bulb-switcher,"Math, Brainteaser","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/bulb-switcher""}]"
MEDIUM,Four Divisors,12.1,0.005655795487229231,https://leetcode.com/problems/four-divisors,"Array, Math","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/four-divisors""}]"
MEDIUM,Smallest Subtree with all the Deepest Nodes,12.1,0.007763836554377363,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes""}]"
MEDIUM,Coloring A Border,12.1,0.005145494859116239,https://leetcode.com/problems/coloring-a-border,"Array, Depth-First Search, Breadth-First Search, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/coloring-a-border""}]"
MEDIUM,Path With Minimum Effort,12.1,0.00634667425917065,https://leetcode.com/problems/path-with-minimum-effort,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union-Find, Heap (Priority Queue), Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/path-with-minimum-effort""}]"
HARD,Separate Squares II,12.1,0.0059287755338456195,https://leetcode.com/problems/separate-squares-ii,"Array, Binary Search, Segment Tree, Sweep Line","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/separate-squares-ii""}]"
MEDIUM,Partition to K Equal Sum Subsets,12.1,0.0038722157105565208,https://leetcode.com/problems/partition-to-k-equal-sum-subsets,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/partition-to-k-equal-sum-subsets""}]"
MEDIUM,Find the Largest Area of Square Inside Two Rectangles,12.1,0.006703986373611975,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles,"Array, Math, Geometry","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles""}]"
MEDIUM,Largest Magic Square,12.1,0.007528313017756396,https://leetcode.com/problems/largest-magic-square,"Array, Matrix, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/largest-magic-square""}]"
MEDIUM,Maximize Area of Square Hole in Grid,12.1,0.006196707497661047,https://leetcode.com/problems/maximize-area-of-square-hole-in-grid,"Array, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/maximize-area-of-square-hole-in-grid""}]"
MEDIUM,RLE Iterator,12.1,0.005933760307107743,https://leetcode.com/problems/rle-iterator,"Array, Design, Counting, Iterator","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/rle-iterator""}]"
HARD,Find Nth Smallest Integer With K One Bits,12.1,0.003520255788623028,https://leetcode.com/problems/find-nth-smallest-integer-with-k-one-bits,"Math, Bit Manipulation, Combinatorics","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-nth-smallest-integer-with-k-one-bits""}]"
HARD,Find the Number of Ways to Place People II,12.1,0.0064424647687917926,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii,"Array, Math, Geometry, Sorting, Enumeration","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii""}]"
MEDIUM,Design a Stack With Increment Operation,12.1,0.007990639418715736,https://leetcode.com/problems/design-a-stack-with-increment-operation,"Array, Stack, Design","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/design-a-stack-with-increment-operation""}]"
MEDIUM,Max Increase to Keep City Skyline,12.1,0.008644646048731929,https://leetcode.com/problems/max-increase-to-keep-city-skyline,"Array, Greedy, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/max-increase-to-keep-city-skyline""}]"
MEDIUM,Longest Turbulent Subarray,12.1,0.004922969646968667,https://leetcode.com/problems/longest-turbulent-subarray,"Array, Dynamic Programming, Sliding Window","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/longest-turbulent-subarray""}]"
MEDIUM,Snakes and Ladders,12.1,0.004815688350237541,https://leetcode.com/problems/snakes-and-ladders,"Array, Breadth-First Search, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/snakes-and-ladders""}]"
MEDIUM,Determine if Two Strings Are Close,12.1,0.00543308376381657,https://leetcode.com/problems/determine-if-two-strings-are-close,"Hash Table, String, Sorting, Counting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/determine-if-two-strings-are-close""}]"
MEDIUM,Longest Arithmetic Subsequence,12.1,0.005002626953942291,https://leetcode.com/problems/longest-arithmetic-subsequence,"Array, Hash Table, Binary Search, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/longest-arithmetic-subsequence""}]"
HARD,Unique Paths III,12.1,0.008287641085295689,https://leetcode.com/problems/unique-paths-iii,"Array, Backtracking, Bit Manipulation, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/unique-paths-iii""}]"
MEDIUM,Longest Balanced Subarray I,12.1,0.0065657385244386746,https://leetcode.com/problems/longest-balanced-subarray-i,"Array, Hash Table, Divide and Conquer, Segment Tree, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/longest-balanced-subarray-i""}]"
MEDIUM,Make Sum Divisible by P,12.1,0.004263735656021015,https://leetcode.com/problems/make-sum-divisible-by-p,"Array, Hash Table, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/make-sum-divisible-by-p""}]"
MEDIUM,Longest Balanced Substring I,12.1,0.006965436348957303,https://leetcode.com/problems/longest-balanced-substring-i,"Hash Table, String, Counting, Enumeration","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/longest-balanced-substring-i""}]"
HARD,Human Traffic of Stadium,12.1,0.0051503417173559005,https://leetcode.com/problems/human-traffic-of-stadium,Database,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/human-traffic-of-stadium""}]"
MEDIUM,Find COVID Recovery Patients,12.1,0.004289786633649112,https://leetcode.com/problems/find-covid-recovery-patients,Database,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-covid-recovery-patients""}]"
MEDIUM,Combination Sum III,12.1,0.0073392497849317125,https://leetcode.com/problems/combination-sum-iii,"Array, Backtracking","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/combination-sum-iii""}]"
HARD,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,12.1,0.006663100103488801,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,"Union-Find, Graph Theory, Sorting, Minimum Spanning Tree, Strongly Connected Component","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree""}]"
MEDIUM,Extra Characters in a String,12.1,0.005741708204153178,https://leetcode.com/problems/extra-characters-in-a-string,"Array, Hash Table, String, Dynamic Programming, Trie","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/extra-characters-in-a-string""}]"
HARD,Count Sequences to K,12.1,0.0036056446848157075,https://leetcode.com/problems/count-sequences-to-k,"Array, Math, Dynamic Programming, Memoization, Number Theory","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/count-sequences-to-k""}]"
MEDIUM,Minimum Number of Flips to Make the Binary String Alternating,12.1,0.005353923359193043,https://leetcode.com/problems/minimum-number-of-flips-to-make-the-binary-string-alternating,"String, Dynamic Programming, Sliding Window","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-number-of-flips-to-make-the-binary-string-alternating""}]"
MEDIUM,Meeting Scheduler,12.1,0.005521452608693391,https://leetcode.com/problems/meeting-scheduler,"Array, Two Pointers, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/meeting-scheduler""}]"
HARD,Shortest Subarray with Sum at Least K,12.1,0.0032861673281782628,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,"Array, Binary Search, Queue, Sliding Window, Heap (Priority Queue), Prefix Sum, Monotonic Queue","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k""}]"
MEDIUM,Count Unhappy Friends,12.1,0.006257447864945382,https://leetcode.com/problems/count-unhappy-friends,"Array, Simulation","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/count-unhappy-friends""}]"
MEDIUM,Minimum Number of Seconds to Make Mountain Height Zero,12.1,0.005833979958320401,https://leetcode.com/problems/minimum-number-of-seconds-to-make-mountain-height-zero,"Array, Math, Binary Search, Greedy, Heap (Priority Queue)","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-number-of-seconds-to-make-mountain-height-zero""}]"
MEDIUM,Count Submatrices with Top-Left Element and Sum Less Than k,12.1,0.007485693717437194,https://leetcode.com/problems/count-submatrices-with-top-left-element-and-sum-less-than-k,"Array, Matrix, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/count-submatrices-with-top-left-element-and-sum-less-than-k""}]"
HARD,Odd Even Jump,12.1,0.004129585770974167,https://leetcode.com/problems/odd-even-jump,"Array, Dynamic Programming, Stack, Sorting, Monotonic Stack, Ordered Set","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/odd-even-jump""}]"
HARD,Minimum Cost to Cut a Stick,12.1,0.00631999218900497,https://leetcode.com/problems/minimum-cost-to-cut-a-stick,"Array, Dynamic Programming, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-cost-to-cut-a-stick""}]"
MEDIUM,Unique Paths II,12.1,0.004463804994040783,https://leetcode.com/problems/unique-paths-ii,"Array, Dynamic Programming, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/unique-paths-ii""}]"
MEDIUM,Remove Duplicate Letters,12.1,0.005343332680543121,https://leetcode.com/problems/remove-duplicate-letters,"String, Stack, Greedy, Monotonic Stack","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/remove-duplicate-letters""}]"
MEDIUM,Score of Parentheses,12.1,0.006356075128878294,https://leetcode.com/problems/score-of-parentheses,"String, Stack","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/score-of-parentheses""}]"
HARD,Robot Collisions,12.1,0.006159357443036521,https://leetcode.com/problems/robot-collisions,"Array, Stack, Sorting, Simulation","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/robot-collisions""}]"
HARD,Maximum Partition Factor,12.1,0.0031971229489772984,https://leetcode.com/problems/maximum-partition-factor,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union-Find, Graph Theory","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/maximum-partition-factor""}]"
MEDIUM,Market Analysis I,12.1,0.0057473287401637796,https://leetcode.com/problems/market-analysis-i,Database,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/market-analysis-i""}]"
MEDIUM,Decode the Slanted Ciphertext,12.1,0.00675939332394274,https://leetcode.com/problems/decode-the-slanted-ciphertext,"String, Simulation","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/decode-the-slanted-ciphertext""}]"
MEDIUM,Walking Robot Simulation,12.1,0.0064663835207044214,https://leetcode.com/problems/walking-robot-simulation,"Array, Hash Table, Simulation","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/walking-robot-simulation""}]"
MEDIUM,Single Number III,12.1,0.007021433014113364,https://leetcode.com/problems/single-number-iii,"Array, Bit Manipulation","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/single-number-iii""}]"
MEDIUM,Escape The Ghosts,12.1,0.006388608102687526,https://leetcode.com/problems/escape-the-ghosts,"Array, Math","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/escape-the-ghosts""}]"
MEDIUM,Minimum Distance Between Three Equal Elements II,12.1,0.007475189591675175,https://leetcode.com/problems/minimum-distance-between-three-equal-elements-ii,"Array, Hash Table","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-distance-between-three-equal-elements-ii""}]"
MEDIUM,Closest Equal Element Queries,12.1,0.005146547268824044,https://leetcode.com/problems/closest-equal-element-queries,"Array, Hash Table, Binary Search","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/closest-equal-element-queries""}]"
MEDIUM,Maximum Distance Between a Pair of Values,12.1,0.006134437660253455,https://leetcode.com/problems/maximum-distance-between-a-pair-of-values,"Array, Two Pointers, Binary Search","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/maximum-distance-between-a-pair-of-values""}]"
MEDIUM,Sum of Distances,12.1,0.005031597606913362,https://leetcode.com/problems/sum-of-distances,"Array, Hash Table, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/sum-of-distances""}]"
MEDIUM,Binary Search Tree Iterator,12.1,0.007661499568931466,https://leetcode.com/problems/binary-search-tree-iterator,"Stack, Tree, Design, Binary Search Tree, Binary Tree, Iterator","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/binary-search-tree-iterator""}]"
MEDIUM,Count Good Nodes in Binary Tree,12.1,0.007389290266001697,https://leetcode.com/problems/count-good-nodes-in-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/count-good-nodes-in-binary-tree""}]"
MEDIUM,Cache With Time Limit,12.1,0.00761769800031491,https://leetcode.com/problems/cache-with-time-limit,,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/cache-with-time-limit""}]"
MEDIUM,Minimum Number of Vertices to Reach All Nodes,12.1,0.008165107500410307,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes,Graph Theory,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes""}]"
MEDIUM,Remove Sub-Folders from the Filesystem,12.1,0.007859792045047111,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem,"Array, String, Depth-First Search, Trie","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/remove-sub-folders-from-the-filesystem""}]"
MEDIUM,Check if There is a Valid Path in a Grid,12.1,0.006448124689740967,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid""}]"
MEDIUM,Rotate Function,12.1,0.005423397043143371,https://leetcode.com/problems/rotate-function,"Array, Math, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/rotate-function""}]"
MEDIUM,Minimum Cost For Tickets,12.1,0.006743618708501535,https://leetcode.com/problems/minimum-cost-for-tickets,"Array, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-cost-for-tickets""}]"
MEDIUM,Lexicographical Numbers,12.1,0.0076261313702662755,https://leetcode.com/problems/lexicographical-numbers,"Depth-First Search, Trie","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/lexicographical-numbers""}]"
MEDIUM,Single-Threaded CPU,12.1,0.004777278434015549,https://leetcode.com/problems/single-threaded-cpu,"Array, Sorting, Heap (Priority Queue)","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/single-threaded-cpu""}]"
MEDIUM,Validate IP Address,12.1,0.0028365913761700225,https://leetcode.com/problems/validate-ip-address,String,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/validate-ip-address""}]"
MEDIUM,Cyclically Rotating a Grid,12.1,0.007411193118462274,https://leetcode.com/problems/cyclically-rotating-a-grid,"Array, Matrix, Simulation","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/cyclically-rotating-a-grid""}]"
HARD,Scramble String,12.1,0.004484504616986024,https://leetcode.com/problems/scramble-string,"String, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/scramble-string""}]"
HARD,Shortest Path Visiting All Nodes,12.1,0.006606090897828585,https://leetcode.com/problems/shortest-path-visiting-all-nodes,"Dynamic Programming, Bit Manipulation, Breadth-First Search, Graph Theory, Bitmask","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/shortest-path-visiting-all-nodes""}]"
MEDIUM,Count K-th Roots in a Range,12.1,0.002446424603691473,https://leetcode.com/problems/count-k-th-roots-in-a-range,"Math, Binary Search","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/count-k-th-roots-in-a-range""}]"
MEDIUM,Sum of Subarray Ranges,12.1,0.006139231704301962,https://leetcode.com/problems/sum-of-subarray-ranges,"Array, Stack, Monotonic Stack","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/sum-of-subarray-ranges""}]"
HARD,Jump Game IV,12.1,0.0051020317619941994,https://leetcode.com/problems/jump-game-iv,"Array, Hash Table, Breadth-First Search","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/jump-game-iv""}]"
MEDIUM,Shortest Path with Alternating Colors,12.1,0.004809928683100251,https://leetcode.com/problems/shortest-path-with-alternating-colors,"Breadth-First Search, Graph Theory","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/shortest-path-with-alternating-colors""}]"
MEDIUM,Solving Questions With Brainpower,12.1,0.006022237790371024,https://leetcode.com/problems/solving-questions-with-brainpower,"Array, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/solving-questions-with-brainpower""}]"
MEDIUM,Nearest Exit from Entrance in Maze,12.1,0.004868408376025326,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze,"Array, Breadth-First Search, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/nearest-exit-from-entrance-in-maze""}]"
HARD,Critical Connections in a Network,12.1,0.0059907981016556165,https://leetcode.com/problems/critical-connections-in-a-network,"Depth-First Search, Graph Theory, Biconnected Component","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/critical-connections-in-a-network""}]"
MEDIUM,Longest Substring with At Least K Repeating Characters,12.1,0.004638985761059925,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,"Hash Table, String, Divide and Conquer, Sliding Window","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters""}]"
HARD,Find Minimum in Rotated Sorted Array II,12.1,0.004668577977191319,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii,"Array, Binary Search","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii""}]"
MEDIUM,Destroying Asteroids,12.1,0.0059757666169401626,https://leetcode.com/problems/destroying-asteroids,"Array, Greedy, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/destroying-asteroids""}]"
MEDIUM,Binary Tree Level Order Traversal II,12.1,0.006843210285339541,https://leetcode.com/problems/binary-tree-level-order-traversal-ii,"Tree, Breadth-First Search, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/binary-tree-level-order-traversal-ii""}]"
MEDIUM,Number of Wonderful Substrings,12.1,0.006660769764976791,https://leetcode.com/problems/number-of-wonderful-substrings,"Hash Table, String, Bit Manipulation, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/number-of-wonderful-substrings""}]"
MEDIUM,Construct Quad Tree,12.1,0.007843212550750682,https://leetcode.com/problems/construct-quad-tree,"Array, Divide and Conquer, Tree, Matrix","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/construct-quad-tree""}]"
HARD,Basic Calculator III,12.1,0.005341223881607911,https://leetcode.com/problems/basic-calculator-iii,"Math, String, Stack, Recursion","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/basic-calculator-iii""}]"
HARD,Total Waviness of Numbers in Range II,12.1,0.005662759242560865,https://leetcode.com/problems/total-waviness-of-numbers-in-range-ii,"Math, Dynamic Programming","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/total-waviness-of-numbers-in-range-ii""}]"
MEDIUM,Total Waviness of Numbers in Range I,12.1,0.008747968572441013,https://leetcode.com/problems/total-waviness-of-numbers-in-range-i,"Math, Dynamic Programming, Enumeration","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/total-waviness-of-numbers-in-range-i""}]"
MEDIUM,Linked List Random Node,12.1,0.006492849275195635,https://leetcode.com/problems/linked-list-random-node,"Linked List, Math, Reservoir Sampling, Randomized","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/linked-list-random-node""}]"
MEDIUM,Reverse Nodes in Even Length Groups,12.1,0.006447655653617967,https://leetcode.com/problems/reverse-nodes-in-even-length-groups,Linked List,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/reverse-nodes-in-even-length-groups""}]"
HARD,Cat and Mouse II,12.1,0.0040391349124613805,https://leetcode.com/problems/cat-and-mouse-ii,"Array, Math, Dynamic Programming, Graph Theory, Topological Sort, Memoization, Matrix, Game Theory","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/cat-and-mouse-ii""}]"
MEDIUM,Minimum Processing Time,12.1,0.007048432008033961,https://leetcode.com/problems/minimum-processing-time,"Array, Greedy, Sorting","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/minimum-processing-time""}]"
MEDIUM,Matrix Block Sum,12.1,0.007663944037576301,https://leetcode.com/problems/matrix-block-sum,"Array, Matrix, Prefix Sum","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/matrix-block-sum""}]"
MEDIUM,Create Binary Tree From Descriptions,12.1,0.008391551073859013,https://leetcode.com/problems/create-binary-tree-from-descriptions,"Array, Hash Table, Tree, Binary Tree","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/create-binary-tree-from-descriptions""}]"
MEDIUM,Repeated DNA Sequences,12.1,0.005350396075910935,https://leetcode.com/problems/repeated-dna-sequences,"Hash Table, String, Bit Manipulation, Sliding Window, Rolling Hash, Hash Function","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/repeated-dna-sequences""}]"
HARD,Palindrome Pairs,12.1,0.003729360767134523,https://leetcode.com/problems/palindrome-pairs,"Array, Hash Table, String, Trie, Hash Function","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/palindrome-pairs""}]"
MEDIUM,Remove All Adjacent Duplicates in String II,12.1,0.006146402027556754,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii,"String, Stack","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii""}]"
MEDIUM,Path with Maximum Probability,12.1,0.006558269702518744,https://leetcode.com/problems/path-with-maximum-probability,"Array, Graph Theory, Heap (Priority Queue), Shortest Path","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/path-with-maximum-probability""}]"
MEDIUM,Brick Wall,12.1,0.005606681190994917,https://leetcode.com/problems/brick-wall,"Array, Hash Table","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/brick-wall""}]"
MEDIUM,Maximum Total Subarray Value I,12.1,0.00719131149787584,https://leetcode.com/problems/maximum-total-subarray-value-i,"Array, Greedy","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/maximum-total-subarray-value-i""}]"
MEDIUM,Design Twitter,12.1,0.004496014388253623,https://leetcode.com/problems/design-twitter,"Hash Table, Linked List, Design, Heap (Priority Queue)","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/design-twitter""}]"
HARD,Next Special Palindrome Number,12.1,0.002820369072646578,https://leetcode.com/problems/next-special-palindrome-number,"Backtracking, Bit Manipulation","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/next-special-palindrome-number""}]"
HARD,K-th Smallest in Lexicographical Order,12.1,0.004638167184411184,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order,Trie,"[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/k-th-smallest-in-lexicographical-order""}]"
MEDIUM,Maximum Gap,12.1,0.005232569698210569,https://leetcode.com/problems/maximum-gap,"Array, Sorting, Bucket Sort, Radix Sort","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/maximum-gap""}]"
MEDIUM,Seat Reservation Manager,12.1,0.006727893396948603,https://leetcode.com/problems/seat-reservation-manager,"Design, Heap (Priority Queue)","[{""provider"":""leetcode"",""url"":""https://leetcode.com/problems/seat-reservation-manager""}]"
